occurrence_guid,dataset_guid,who,what,when,where,url
8ce0d556-fc63-4614-aff4-b0dae3a09a9d,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/8ce0d556-fc63-4614-aff4-b0dae3a09a9d,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/8ce0d556-fc63-4614-aff4-b0dae3a09a9d
04ed50ea-3022-4620-a0d9-57b59c249aa0,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/04ed50ea-3022-4620-a0d9-57b59c249aa0,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/04ed50ea-3022-4620-a0d9-57b59c249aa0
f96350f4-cb21-4b94-8072-9b85a93d1996,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/f96350f4-cb21-4b94-8072-9b85a93d1996,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/f96350f4-cb21-4b94-8072-9b85a93d1996
6e4a978b-9825-4f17-bd30-cf1801f1d480,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/6e4a978b-9825-4f17-bd30-cf1801f1d480,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/6e4a978b-9825-4f17-bd30-cf1801f1d480
b5a7232a-51ce-4e54-9963-a6562ee84477,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/b5a7232a-51ce-4e54-9963-a6562ee84477,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/b5a7232a-51ce-4e54-9963-a6562ee84477
f147747a-d795-448d-8abb-f833a9b3c2f9,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/f147747a-d795-448d-8abb-f833a9b3c2f9,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/f147747a-d795-448d-8abb-f833a9b3c2f9
5a09ae74-beaf-4df7-b893-abd66577cb52,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/5a09ae74-beaf-4df7-b893-abd66577cb52,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/5a09ae74-beaf-4df7-b893-abd66577cb52
4edfb5e1-5d07-4e31-9bc6-934356028c31,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/4edfb5e1-5d07-4e31-9bc6-934356028c31,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/4edfb5e1-5d07-4e31-9bc6-934356028c31
ec28f1c4-d5ac-4036-9f33-0f0478f3638e,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/ec28f1c4-d5ac-4036-9f33-0f0478f3638e,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/ec28f1c4-d5ac-4036-9f33-0f0478f3638e
d7a9d46c-c073-449d-b78b-68beb58bddac,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/d7a9d46c-c073-449d-b78b-68beb58bddac,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/d7a9d46c-c073-449d-b78b-68beb58bddac
6d48926a-5899-4956-a420-c8c9eccd5e4f,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/6d48926a-5899-4956-a420-c8c9eccd5e4f,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/6d48926a-5899-4956-a420-c8c9eccd5e4f
7f632744-ee99-4801-a742-f57009aaad5c,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/7f632744-ee99-4801-a742-f57009aaad5c,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/7f632744-ee99-4801-a742-f57009aaad5c
43226273-0680-4074-bdfc-36cb5c6f29c4,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/43226273-0680-4074-bdfc-36cb5c6f29c4,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/43226273-0680-4074-bdfc-36cb5c6f29c4
89881d3e-d165-4c90-8f76-faddc7876d83,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-5,http://spcoco.org/ark:/89881d3e-d165-4c90-8f76-faddc7876d83,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/89881d3e-d165-4c90-8f76-faddc7876d83
9c4e63a6-51d3-4669-a1f5-907bf2bb1fe9,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/9c4e63a6-51d3-4669-a1f5-907bf2bb1fe9,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/9c4e63a6-51d3-4669-a1f5-907bf2bb1fe9
a4f0a649-ea08-4ebe-815e-2c5690717a90,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/a4f0a649-ea08-4ebe-815e-2c5690717a90,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/a4f0a649-ea08-4ebe-815e-2c5690717a90
56f74b35-11e7-4016-9410-80aa2441b5b6,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/56f74b35-11e7-4016-9410-80aa2441b5b6,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/56f74b35-11e7-4016-9410-80aa2441b5b6
e74dd1dd-9ef3-498a-84f5-a288292db69c,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/e74dd1dd-9ef3-498a-84f5-a288292db69c,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/e74dd1dd-9ef3-498a-84f5-a288292db69c
849f0033-78e7-4ed6-83be-f941c87db8a2,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/849f0033-78e7-4ed6-83be-f941c87db8a2,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/849f0033-78e7-4ed6-83be-f941c87db8a2
8dbb1c38-9496-4cad-894f-fe64dbbc79ec,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/8dbb1c38-9496-4cad-894f-fe64dbbc79ec,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/8dbb1c38-9496-4cad-894f-fe64dbbc79ec
cf612338-4afe-42fb-a141-970280ecdacb,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/cf612338-4afe-42fb-a141-970280ecdacb,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/cf612338-4afe-42fb-a141-970280ecdacb
7dea9dcb-1e38-4363-9266-7fe62574d04e,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/7dea9dcb-1e38-4363-9266-7fe62574d04e,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/7dea9dcb-1e38-4363-9266-7fe62574d04e
4e4de3a5-71e7-49db-8498-bc94a5517667,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/4e4de3a5-71e7-49db-8498-bc94a5517667,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/4e4de3a5-71e7-49db-8498-bc94a5517667
85f161e8-dd4c-4d10-849a-9232628007e8,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/85f161e8-dd4c-4d10-849a-9232628007e8,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/85f161e8-dd4c-4d10-849a-9232628007e8
8d0248af-341e-4137-aa9a-84431af3c4d1,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/8d0248af-341e-4137-aa9a-84431af3c4d1,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/8d0248af-341e-4137-aa9a-84431af3c4d1
06928849-2a37-4093-8b1b-f5562ef25e32,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/06928849-2a37-4093-8b1b-f5562ef25e32,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/06928849-2a37-4093-8b1b-f5562ef25e32
14d584ed-08a2-4e5d-90fc-5e14918bd564,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/14d584ed-08a2-4e5d-90fc-5e14918bd564,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/14d584ed-08a2-4e5d-90fc-5e14918bd564
86326c08-c423-46e2-998f-e86a9f8bcd2f,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/86326c08-c423-46e2-998f-e86a9f8bcd2f,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/86326c08-c423-46e2-998f-e86a9f8bcd2f
b359c530-6259-47cf-a2b3-3729f5979f31,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/b359c530-6259-47cf-a2b3-3729f5979f31,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/b359c530-6259-47cf-a2b3-3729f5979f31
48e10279-a72a-4c06-b2ab-9e417daedf0b,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/48e10279-a72a-4c06-b2ab-9e417daedf0b,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/48e10279-a72a-4c06-b2ab-9e417daedf0b
8bde020f-6631-403b-a492-bf9fbc3266bf,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/8bde020f-6631-403b-a492-bf9fbc3266bf,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/8bde020f-6631-403b-a492-bf9fbc3266bf
fb697611-c566-4cb4-a6c7-9c4d3e9d8aa9,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/fb697611-c566-4cb4-a6c7-9c4d3e9d8aa9,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/fb697611-c566-4cb4-a6c7-9c4d3e9d8aa9
f8cf766e-91dc-4aa6-ac8a-fa9c1ba4a09d,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/f8cf766e-91dc-4aa6-ac8a-fa9c1ba4a09d,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/f8cf766e-91dc-4aa6-ac8a-fa9c1ba4a09d
d44fa386-6275-4f9d-be61-3d26bfec863e,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/d44fa386-6275-4f9d-be61-3d26bfec863e,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/d44fa386-6275-4f9d-be61-3d26bfec863e
27274cc7-3cf9-4f52-a9af-3414123255ff,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/27274cc7-3cf9-4f52-a9af-3414123255ff,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/27274cc7-3cf9-4f52-a9af-3414123255ff
324ef1e6-b56e-4a03-889e-d95c44e895b9,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/324ef1e6-b56e-4a03-889e-d95c44e895b9,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/324ef1e6-b56e-4a03-889e-d95c44e895b9
f4904964-9239-4103-b314-44d78a243a22,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/f4904964-9239-4103-b314-44d78a243a22,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/f4904964-9239-4103-b314-44d78a243a22
86e89b9d-ef93-4a5f-bcae-489337108f43,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/86e89b9d-ef93-4a5f-bcae-489337108f43,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/86e89b9d-ef93-4a5f-bcae-489337108f43
0d4cb692-7814-4529-90c7-fce157ee70f3,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/0d4cb692-7814-4529-90c7-fce157ee70f3,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/0d4cb692-7814-4529-90c7-fce157ee70f3
bae97b96-8367-43a2-9ac9-3090c0f33051,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/bae97b96-8367-43a2-9ac9-3090c0f33051,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/bae97b96-8367-43a2-9ac9-3090c0f33051
2be90872-74fa-4c38-bcc0-9b04147f83d8,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/2be90872-74fa-4c38-bcc0-9b04147f83d8,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/2be90872-74fa-4c38-bcc0-9b04147f83d8
2a096b5b-1e3c-4eb3-a48b-f79a994a95be,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-7,http://spcoco.org/ark:/2a096b5b-1e3c-4eb3-a48b-f79a994a95be,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/2a096b5b-1e3c-4eb3-a48b-f79a994a95be
6cd99399-eb20-4df7-a1e6-2ccd7153cce5,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/6cd99399-eb20-4df7-a1e6-2ccd7153cce5,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/6cd99399-eb20-4df7-a1e6-2ccd7153cce5
db3b4ae1-6c53-4a48-9698-3a41f9694d1f,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/db3b4ae1-6c53-4a48-9698-3a41f9694d1f,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/db3b4ae1-6c53-4a48-9698-3a41f9694d1f
93f3c8b5-6792-4bb5-a041-7cd2b72023ba,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/93f3c8b5-6792-4bb5-a041-7cd2b72023ba,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/93f3c8b5-6792-4bb5-a041-7cd2b72023ba
06477fa7-c3c8-436f-8c28-292d52313cd4,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/06477fa7-c3c8-436f-8c28-292d52313cd4,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/06477fa7-c3c8-436f-8c28-292d52313cd4
7042e912-e7c6-4917-b817-53448b53eccf,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/7042e912-e7c6-4917-b817-53448b53eccf,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/7042e912-e7c6-4917-b817-53448b53eccf
e5eb74cf-f3b0-46a6-83fc-d2a73c1e1a06,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/e5eb74cf-f3b0-46a6-83fc-d2a73c1e1a06,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/e5eb74cf-f3b0-46a6-83fc-d2a73c1e1a06
5a0bc250-67e4-4cb5-b3ca-99052bad6556,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/5a0bc250-67e4-4cb5-b3ca-99052bad6556,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/5a0bc250-67e4-4cb5-b3ca-99052bad6556
9683a578-4688-445c-868e-e94568c777c5,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/9683a578-4688-445c-868e-e94568c777c5,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/9683a578-4688-445c-868e-e94568c777c5
b507b174-40d0-427d-96b6-3f6084a5a036,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-5,http://spcoco.org/ark:/b507b174-40d0-427d-96b6-3f6084a5a036,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/b507b174-40d0-427d-96b6-3f6084a5a036
92cea76b-6792-4bd6-b54d-51ef0b650535,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-4,http://spcoco.org/ark:/92cea76b-6792-4bd6-b54d-51ef0b650535,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/92cea76b-6792-4bd6-b54d-51ef0b650535
e7cfaeb0-8798-43d1-bcc2-3c436402fdc2,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/e7cfaeb0-8798-43d1-bcc2-3c436402fdc2,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/e7cfaeb0-8798-43d1-bcc2-3c436402fdc2
b750d29b-4e85-4200-97bf-dacb701aca2b,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/b750d29b-4e85-4200-97bf-dacb701aca2b,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/b750d29b-4e85-4200-97bf-dacb701aca2b
ac7785c1-f674-4718-a318-74f9031e3204,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-7,http://spcoco.org/ark:/ac7785c1-f674-4718-a318-74f9031e3204,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/ac7785c1-f674-4718-a318-74f9031e3204
76e0603b-4822-4c6a-9978-d443ea037a5c,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/76e0603b-4822-4c6a-9978-d443ea037a5c,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/76e0603b-4822-4c6a-9978-d443ea037a5c
f0bd6429-13ee-44ee-bb01-8f7020e36d27,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/f0bd6429-13ee-44ee-bb01-8f7020e36d27,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/f0bd6429-13ee-44ee-bb01-8f7020e36d27
905d6c67-2f20-461b-939a-b7994d196dae,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-5,http://spcoco.org/ark:/905d6c67-2f20-461b-939a-b7994d196dae,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/905d6c67-2f20-461b-939a-b7994d196dae
bb813c2b-bdea-4dd0-b481-a71f66cbde42,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/bb813c2b-bdea-4dd0-b481-a71f66cbde42,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/bb813c2b-bdea-4dd0-b481-a71f66cbde42
6d47bbe7-4c67-477c-8a37-8b0b877e0f1e,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/6d47bbe7-4c67-477c-8a37-8b0b877e0f1e,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/6d47bbe7-4c67-477c-8a37-8b0b877e0f1e
50131e38-42cb-4a79-a665-169acb272e65,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-30,http://spcoco.org/ark:/50131e38-42cb-4a79-a665-169acb272e65,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/50131e38-42cb-4a79-a665-169acb272e65
ecda9910-397c-46b5-ba44-3b536ddd1183,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-5,http://spcoco.org/ark:/ecda9910-397c-46b5-ba44-3b536ddd1183,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/ecda9910-397c-46b5-ba44-3b536ddd1183
164f2571-a91f-4076-be91-598e2a3f236f,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-6,http://spcoco.org/ark:/164f2571-a91f-4076-be91-598e2a3f236f,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/164f2571-a91f-4076-be91-598e2a3f236f
4db44fb0-2830-41f6-a66e-f0fafbd1df86,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-30,http://spcoco.org/ark:/4db44fb0-2830-41f6-a66e-f0fafbd1df86,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/4db44fb0-2830-41f6-a66e-f0fafbd1df86
154a6430-e1dc-48ea-8639-fea9aa50a5c0,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-11-29,http://spcoco.org/ark:/154a6430-e1dc-48ea-8639-fea9aa50a5c0,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/154a6430-e1dc-48ea-8639-fea9aa50a5c0
43578af9-c6bf-4297-af6a-03eb1c0eb06e,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/43578af9-c6bf-4297-af6a-03eb1c0eb06e,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/43578af9-c6bf-4297-af6a-03eb1c0eb06e
3d97822a-a746-4cfc-8f37-230b77c235ce,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/3d97822a-a746-4cfc-8f37-230b77c235ce,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/3d97822a-a746-4cfc-8f37-230b77c235ce
88132f85-a247-4262-a0ed-7376bfed0a98,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-5,http://spcoco.org/ark:/88132f85-a247-4262-a0ed-7376bfed0a98,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/88132f85-a247-4262-a0ed-7376bfed0a98
8ed1e36e-834c-4117-b895-927d1ee28e0c,56caf05f-1364-4f24-85f6-0c82520c2792,University of Kansas Biodiversity Institute Fish Tissue Collection,MaterialSample,2000-12-3,http://spcoco.org/ark:/8ed1e36e-834c-4117-b895-927d1ee28e0c,http://preview.specifycloud.org//export/record/56caf05f-1364-4f24-85f6-0c82520c2792/8ed1e36e-834c-4117-b895-927d1ee28e0c
